5000
80093425,Ethan,Potter,2016-04-15,3.5516849,e.potter@msn.com
80018354,Jeri,Goldberg,2020-06-14,1.8586178,j.goldberg@yahoo.com
80047976,Morgan,Han,2017-08-25,2.2165437,m.han@snailmail.com
80064070,Jenny,Erfani,2020-09-15,3.373139,j.erfani@msn.com
80011342,Jeffrey,Elk,2014-06-26,3.2561257,j.elk@yahoo.com
80031109,Zachary,Riker,2014-03-16,3.7050295,z.riker@hotmail.com
80021641,Lucky,O'Reilly,2018-11-08,1.5338728,l.o'reilly@gmail.com
80096037,Andy,Holiday,2015-03-14,0.3997736,a.holiday@pobox.net
80056636,Paul,Bottoms,2017-08-04,0.90659714,p.bottoms@pobox.net
80034667,Brian,Delarocca,2016-05-31,1.8751338,b.delarocca@hotmail.com
80021612,David,Madson,2018-02-21,3.7750995,d.madson@hotmail.com
80031623,Suzan,Torke,2019-06-25,3.047325,s.torke@pobox.net
80053242,Jose,Han,2015-04-12,3.7811399,j.han@hotmail.com
80009382,Ethan,Oswalt,2015-04-01,2.8968363,e.oswalt@hotmail.com
80001559,Jerry,Zadeh,2016-02-21,0.82026386,j.zadeh@pobox.net
80091572,Kristen,Holiday,2015-06-27,3.3942664,k.holiday@pobox.net
80027423,Mike,Locke,2015-12-31,3.9200385,m.locke@hotmail.com
80052437,Rachel,Martins,2019-06-26,1.6421137,r.martins@snailmail.com
80024502,Bryan,Gaff,2015-03-07,0.5318885,b.gaff@msn.com
80037852,Donald,Misten,2018-09-24,0.15715432,d.misten@yahoo.com
80075206,Garreth,Takada,2015-08-01,1.2082744,g.takada@pobox.net
80077945,Meridith,Kerry,2020-02-12,3.291249,m.kerry@gmail.com
80007354,Charles,Vogel,2019-07-01,1.5784378,c.vogel@pobox.net
80025937,Greg,Takeshi,2020-06-05,3.2307525,g.takeshi@aol.com
80068341,Kevin,Forte,2015-02-21,0.17336059,k.forte@gmail.com
80095640,Stephen,Riker,2014-02-23,3.8677788,s.riker@comcast.net
80074833,Jason,Rapier,2017-12-27,2.9607813,j.rapier@yahoo.com
80096468,Richard,Fiasa,2016-11-14,2.3798485,r.fiasa@comcast.net
80043335,Kes,Cook,2016-12-28,3.418307,k.cook@comcast.net
80029882,Ronald,Greenspan,2014-01-16,3.8085794,r.greenspan@msn.com
80050143,Bernard,O'Brien,2017-07-13,0.4936974,b.o'brien@hotmail.com
80023466,Robert,Doherty,2014-03-28,0.69145775,r.doherty@snailmail.com
80019800,Chi,Goldberg,2016-08-08,2.116877,c.goldberg@aol.com
80032020,Douglas,Misten,2020-04-26,1.7349529,d.misten@pobox.net
80032795,Adam,Meare,2019-11-12,3.0317621,a.meare@gmail.com
80039340,Thomas,Torke,2019-06-15,0.92187953,t.torke@snailmail.com
80017359,Jack,Picard,2016-06-15,2.8203852,j.picard@hotmail.com
80059521,Cosmo,Han,2015-09-21,0.48853803,c.han@yahoo.com
80081573,Brandon,Davids,2015-03-26,1.7548034,b.davids@snailmail.com
80058103,Nicholas,Lucas,2020-03-31,3.698889,n.lucas@comcast.net
80008934,Garreth,Prince,2016-07-12,1.9503672,g.prince@hotmail.com
80020936,Mark,Fiasa,2017-08-15,1.8755231,m.fiasa@msn.com
80007940,Jeri,Velti,2017-08-12,2.7369885,j.velti@snailmail.com
80076902,Andy,Kardish,2018-06-18,2.7316322,a.kardish@hotmail.com
80099158,Kenneth,Snape,2016-09-14,0.83028793,k.snape@comcast.net
80019230,Jerry,Delarocca,2020-09-28,1.5216417,j.delarocca@msn.com
80079388,Jeremiah,Crispen,2014-07-28,3.2725925,j.crispen@gmail.com
80095257,John,Goldberg,2014-03-26,2.118418,j.goldberg@gmail.com
80090174,Kevin,Lucas,2016-04-23,2.055328,k.lucas@gmail.com
80004872,Suzan,Truce,2015-01-20,0.6889279,s.truce@aol.com
80009837,Manny,Pancer,2015-11-22,2.5400875,m.pancer@snailmail.com
80036946,Zachary,DeLeon,2018-05-28,0.21701503,z.deleon@comcast.net
80057043,Jesus,Davidson,2020-03-02,1.5879948,j.davidson@aol.com
80042460,Kaley,Misten,2019-08-12,1.5658731,k.misten@hotmail.com
80036456,Helen,Kesh,2020-03-25,0.2364471,h.kesh@snailmail.com
80068572,Bianca,Johnson,2014-12-03,1.357135,b.johnson@comcast.net
80075842,Brian,Bahin,2015-03-15,0.43710017,b.bahin@gmail.com
80095620,Daniel,Kider,2019-08-29,2.9505975,d.kider@yahoo.com
80074252,John,Han,2016-01-09,1.4499824,j.han@comcast.net
80085192,Jonathan,Rapier,2019-03-04,2.2469468,j.rapier@pobox.net
80046017,Jacob,Smith,2020-03-18,3.4293349,j.smith@aol.com
80047296,Jeri,Jefferys,2015-10-09,0.74959326,j.jefferys@yahoo.com
80007838,Kevin,Vogel,2015-03-21,1.4696708,k.vogel@msn.com
80065397,Scott,Shatner,2015-12-03,3.8836036,s.shatner@snailmail.com
80079829,Perry,Charriez,2015-03-17,1.7795346,p.charriez@snailmail.com
80060327,Ethan,Vincenzo,2019-12-26,3.4726744,e.vincenzo@gmail.com
80017029,Chico,Velti,2015-03-04,1.2213256,c.velti@msn.com
80048331,Sarah,Bottoms,2018-07-23,3.0633125,s.bottoms@comcast.net
80013820,Mark,Principe,2014-06-09,0.33351207,m.principe@hotmail.com
80092042,Patrick,DeLeon,2018-12-21,3.890613,p.deleon@comcast.net
80063811,Keith,Kirk,2016-07-03,3.9081135,k.kirk@yahoo.com
80019652,Henry,Hansen,2016-11-09,1.4533069,h.hansen@pobox.net
80030267,Dennis,Hinders,2016-04-22,1.9843855,d.hinders@msn.com
80094741,Justin,Greenspan,2017-09-16,2.020749,j.greenspan@gmail.com
80072752,John,Herman,2016-05-03,3.1093943,j.herman@hotmail.com
80097607,Abdulla,Johnson,2019-04-17,1.2026227,a.johnson@msn.com
80053315,Joseph,Hughes,2018-08-11,1.4003458,j.hughes@snailmail.com
80022195,Peter,Crispen,2014-11-25,1.2152386,p.crispen@aol.com
80062066,Bianca,Johnson,2014-01-11,1.5146687,b.johnson@comcast.net
80096403,Linda,Davidson,2018-09-27,3.1097353,l.davidson@pobox.net
80001085,Nicholas,Prince,2016-06-20,1.4621592,n.prince@pobox.net
80042636,Kim,Cook,2019-02-18,0.7567551,k.cook@yahoo.com
80029751,Donald,Lucas,2014-10-29,0.65808535,d.lucas@yahoo.com
80098579,Henry,DeLeon,2014-03-21,2.6242852,h.deleon@aol.com
80049270,Youseef,Goldberg,2015-07-10,0.36808705,y.goldberg@msn.com
80028493,Jacob,Guo,2020-09-13,1.2400098,j.guo@hotmail.com
80032340,Jerry,Guo,2014-03-11,1.0555441,j.guo@hotmail.com
80024660,Larry,Vasquez,2018-02-02,2.9412117,l.vasquez@gmail.com
80031588,Sarah,O'Reilly,2017-10-13,3.9606695,s.o'reilly@yahoo.com
80020548,Andy,Riker,2017-08-04,2.1695657,a.riker@aol.com
80058998,Chico,Misten,2015-06-14,2.1754305,c.misten@aol.com
80051984,Zen,Falkowski,2018-04-02,2.965038,z.falkowski@yahoo.com
80050550,Adam,Kider,2014-02-03,3.264708,a.kider@snailmail.com
80097702,Chi,Skywalker,2014-08-08,3.482758,c.skywalker@gmail.com
80015078,Britney,Forte,2019-06-28,2.4024918,b.forte@hotmail.com
80036390,Mark,Guo,2018-03-06,3.1087196,m.guo@aol.com
80018875,Andres,Picard,2016-07-04,1.3620889,a.picard@snailmail.com
80043183,Jack,Johnson,2016-06-02,3.7712538,j.johnson@comcast.net
80099611,Timothy,Picard,2014-01-25,1.8518293,t.picard@comcast.net
80033512,Donald,Nerise,2019-07-14,3.1867573,d.nerise@aol.com
80098474,Bernard,Principe,2016-02-17,2.492591,b.principe@snailmail.com
80081445,Jenny,Zadeh,2016-02-10,3.2985134,j.zadeh@pobox.net
80020984,Daveed,Harrison,2014-03-16,3.3884628,d.harrison@msn.com
80033840,Dillon,Misten,2016-04-06,3.8201444,d.misten@pobox.net
80042767,Jeremy,Si,2019-07-03,2.6488109,j.si@hotmail.com
80066841,Charles,Grainger,2020-01-12,1.7783694,c.grainger@yahoo.com
80010598,Brian,O'Brien,2017-11-12,2.9019845,b.o'brien@yahoo.com
80035823,Eli,Pratchet,2017-04-03,2.85751,e.pratchet@hotmail.com
80053590,Aaron,Shafir,2014-02-11,1.9785717,a.shafir@snailmail.com
80020491,Harold,Castle,2018-11-07,1.3897045,h.castle@pobox.net
80013386,Bernard,Bottoms,2014-10-14,0.73243403,b.bottoms@msn.com
80039715,Steven,Misten,2016-03-01,0.7115016,s.misten@snailmail.com
80030928,Michael,Herman,2020-03-11,1.1329722,m.herman@gmail.com
80007368,Thomas,McGinty,2016-05-29,1.5640035,t.mcginty@msn.com
80051047,Margaret,Fauci,2015-09-29,3.6622994,m.fauci@comcast.net
80049445,Paul,Madson,2015-02-04,3.903375,p.madson@aol.com
80082691,Leo,Lucas,2018-05-06,2.478334,l.lucas@snailmail.com
80074546,Bernard,Gaudette,2014-06-25,2.4189897,b.gaudette@pobox.net
80094703,George,Si,2014-07-11,3.1624348,g.si@comcast.net
80086076,Chris,McGinty,2015-10-28,3.5058792,c.mcginty@gmail.com
80021231,Daniel,Cook,2017-04-23,0.06401706,d.cook@comcast.net
80052444,Douglas,Takada,2015-11-30,3.8578112,d.takada@pobox.net
80091556,Robert,Starling,2019-01-04,0.25128365,r.starling@pobox.net
80065137,Joshua,Misten,2020-08-04,0.89120936,j.misten@pobox.net
80071451,Youseef,Meare,2018-09-07,0.7061665,y.meare@aol.com
